source_symbol,source_organism,ensg,ortholog_ensg,target_symbol,target_organism,description
TECR,human,ENSG00000099797,ENSMUSG00000031708,Tecr,mouse,"trans-2,3-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:1915408]"
TPI1,human,ENSG00000111669,ENSMUSG00000023456,Tpi1,mouse,triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]
NFKB1,human,ENSG00000109320,ENSMUSG00000028163,Nfkb1,mouse,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]"
Ndufv1,human,ENSG00000167792,ENSMUSG00000037916,Ndufv1,mouse,NADH:ubiquinone oxidoreductase core subunit V1 [Source:MGI Symbol;Acc:MGI:107851]
GALNT5,human,ENSG00000136542,ENSMUSG00000026828,Galnt5,mouse,polypeptide N-acetylgalactosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2179403]
EXOG,human,ENSG00000157036,ENSMUSG00000042787,Exog,mouse,"endo/exonuclease (5'-3'), endonuclease G-like [Source:MGI Symbol;Acc:MGI:2143333]"
Rpl31l4,human,,,,mouse,
Actg2,human,ENSG00000163017,ENSMUSG00000059430,Actg2,mouse,"actin, gamma 2, smooth muscle, enteric [Source:MGI Symbol;Acc:MGI:104589]"
HSPA4,human,ENSG00000170606,ENSMUSG00000020361,Hspa4,mouse,heat shock protein 4 [Source:MGI Symbol;Acc:MGI:1342292]
BCS1L,human,ENSG00000074582,ENSMUSG00000026172,Bcs1l,mouse,BCS1-like (yeast) [Source:MGI Symbol;Acc:MGI:1914071]
MTHFD1L,human,ENSG00000120254,ENSMUSG00000040675,Mthfd1l,mouse,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]
Rab27b,human,ENSG00000041353,ENSMUSG00000024511,Rab27b,mouse,"RAB27B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1931295]"
PRRC2C,human,ENSG00000117523,ENSMUSG00000040225,Prrc2c,mouse,proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]
PFAS,human,ENSG00000178921,ENSMUSG00000020899,Pfas,mouse,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) [Source:MGI Symbol;Acc:MGI:2684864]
Ppil4,human,ENSG00000131013,ENSMUSG00000015757,Ppil4,mouse,peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]
Rraga,human,ENSG00000155876,ENSMUSG00000070934,Rraga,mouse,Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]
Plod2,human,ENSG00000152952,ENSMUSG00000032374,Plod2,mouse,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]"
Rpl15,human,ENSG00000174748,,,mouse,
ISOC1,human,ENSG00000066583,ENSMUSG00000024601,Isoc1,mouse,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]
CSGALNACT2,human,ENSG00000169826,ENSMUSG00000042042,Csgalnact2,mouse,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1926002]
PSMB10,human,ENSG00000205220,ENSMUSG00000031897,Psmb10,mouse,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]"
ACSL4,human,ENSG00000068366,ENSMUSG00000031278,Acsl4,mouse,acyl-CoA synthetase long-chain family member 4 [Source:MGI Symbol;Acc:MGI:1354713]
TXN,human,ENSG00000136810,ENSMUSG00000028367,Txn1,mouse,thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]
RBM12,human,ENSG00000244462,ENSMUSG00000089824,Rbm12,mouse,RNA binding motif protein 12 [Source:MGI Symbol;Acc:MGI:1922960]
VPS33B,human,ENSG00000184056,ENSMUSG00000030534,Vps33b,mouse,vacuolar protein sorting 33B [Source:MGI Symbol;Acc:MGI:2446237]
SARS2,human,ENSG00000104835,ENSMUSG00000070699,Sars2,mouse,seryl-aminoacyl-tRNA synthetase 2 [Source:MGI Symbol;Acc:MGI:1919234]
S100A13,human,ENSG00000189171,ENSMUSG00000042312,S100a13,mouse,S100 calcium binding protein A13 [Source:MGI Symbol;Acc:MGI:109581]
NUDT21,human,ENSG00000167005,ENSMUSG00000031754,Nudt21,mouse,nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469]
Snx3,human,ENSG00000112335,ENSMUSG00000019804,Snx3,mouse,sorting nexin 3 [Source:MGI Symbol;Acc:MGI:1860188]
MOCS1,human,ENSG00000124615,ENSMUSG00000064120,Mocs1,mouse,molybdenum cofactor synthesis 1 [Source:MGI Symbol;Acc:MGI:1928904]
RPL5,human,ENSG00000122406,,,mouse,
HIF1AN,human,ENSG00000166135,ENSMUSG00000036450,Hif1an,mouse,"hypoxia-inducible factor 1, alpha subunit inhibitor [Source:MGI Symbol;Acc:MGI:2442345]"
Nrbf2,human,ENSG00000148572,ENSMUSG00000075000,Nrbf2,mouse,nuclear receptor binding factor 2 [Source:MGI Symbol;Acc:MGI:1354950]
FN1,human,ENSG00000115414,ENSMUSG00000026193,Fn1,mouse,fibronectin 1 [Source:MGI Symbol;Acc:MGI:95566]
ARHGAP21,human,ENSG00000107863,ENSMUSG00000036591,Arhgap21,mouse,Rho GTPase activating protein 21 [Source:MGI Symbol;Acc:MGI:1918685]
UQCR10,human,ENSG00000184076,ENSMUSG00000059534,Uqcr10,mouse,"ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]"
CMPK1,human,ENSG00000162368,ENSMUSG00000028719,Cmpk1,mouse,cytidine monophosphate (UMP-CMP) kinase 1 [Source:MGI Symbol;Acc:MGI:1913838]
IRF9,human,ENSG00000213928,ENSMUSG00000002325,Irf9,mouse,interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]
PAIP1,human,ENSG00000172239,ENSMUSG00000025451,Paip1,mouse,polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]
CYC1,human,ENSG00000179091,ENSMUSG00000022551,Cyc1,mouse,cytochrome c-1 [Source:MGI Symbol;Acc:MGI:1913695]
RBCK1,human,ENSG00000125826,ENSMUSG00000027466,Rbck1,mouse,RanBP-type and C3HC4-type zinc finger containing 1 [Source:MGI Symbol;Acc:MGI:1344372]
RPS2,human,ENSG00000140988,,,mouse,
TCF25,human,ENSG00000141002,ENSMUSG00000001472,Tcf25,mouse,transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]
Derl1,human,ENSG00000136986,ENSMUSG00000022365,Derl1,mouse,"Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]"
Fibp,human,ENSG00000172500,ENSMUSG00000024911,Fibp,mouse,fibroblast growth factor (acidic) intracellular binding protein [Source:MGI Symbol;Acc:MGI:1926233]
UBE4A,human,ENSG00000110344,ENSMUSG00000059890,Ube4a,mouse,ubiquitination factor E4A [Source:MGI Symbol;Acc:MGI:2154580]
U2AF1L4,human,ENSG00000161265,ENSMUSG00000078765,U2af1l4,mouse,U2 small nuclear RNA auxiliary factor 1-like 4 [Source:MGI Symbol;Acc:MGI:2678374]
U2AF1L4,human,ENSG00000161265,ENSMUSG00000109378,Gm49396,mouse,"predicted gene, 49396 [Source:MGI Symbol;Acc:MGI:6121629]"
PSMC6,human,ENSG00000100519,ENSMUSG00000021832,Psmc6,mouse,"proteasome (prosome, macropain) 26S subunit, ATPase, 6 [Source:MGI Symbol;Acc:MGI:1914339]"
XPC,human,ENSG00000154767,ENSMUSG00000030094,Xpc,mouse,"xeroderma pigmentosum, complementation group C [Source:MGI Symbol;Acc:MGI:103557]"
SH3GLB1,human,ENSG00000097033,ENSMUSG00000037062,Sh3glb1,mouse,SH3-domain GRB2-like B1 (endophilin) [Source:MGI Symbol;Acc:MGI:1859730]
RAB4B,human,ENSG00000167578,ENSMUSG00000053291,Rab4b,mouse,"RAB4B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105071]"
Vprbp,human,,,,mouse,
Etf1,human,ENSG00000120705,ENSMUSG00000024360,Etf1,mouse,eukaryotic translation termination factor 1 [Source:MGI Symbol;Acc:MGI:2385071]
RBMS1,human,ENSG00000153250,ENSMUSG00000026970,Rbms1,mouse,"RNA binding motif, single stranded interacting protein 1 [Source:MGI Symbol;Acc:MGI:1861774]"
TPM2,human,ENSG00000198467,ENSMUSG00000028464,Tpm2,mouse,"tropomyosin 2, beta [Source:MGI Symbol;Acc:MGI:98810]"
RGD1311703,human,,,,mouse,
CDK5,human,ENSG00000164885,ENSMUSG00000028969,Cdk5,mouse,cyclin-dependent kinase 5 [Source:MGI Symbol;Acc:MGI:101765]
PDCL3,human,ENSG00000115539,ENSMUSG00000026078,Pdcl3,mouse,phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]
SCARB2,human,ENSG00000138760,ENSMUSG00000029426,Scarb2,mouse,"scavenger receptor class B, member 2 [Source:MGI Symbol;Acc:MGI:1196458]"
TSFM,human,ENSG00000123297,ENSMUSG00000040521,Tsfm,mouse,"Ts translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1913649]"
MXRA8,human,ENSG00000162576,ENSMUSG00000029070,Mxra8,mouse,matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]
VASN,human,ENSG00000168140,ENSMUSG00000039646,Vasn,mouse,vasorin [Source:MGI Symbol;Acc:MGI:2177651]
HAUS8,human,ENSG00000131351,ENSMUSG00000035439,Haus8,mouse,"4HAUS augmin-like complex, subunit 8 [Source:MGI Symbol;Acc:MGI:1923728]"
FH,human,ENSG00000091483,ENSMUSG00000026526,Fh1,mouse,fumarate hydratase 1 [Source:MGI Symbol;Acc:MGI:95530]
IGF1R,human,ENSG00000140443,ENSMUSG00000005533,Igf1r,mouse,insulin-like growth factor I receptor [Source:MGI Symbol;Acc:MGI:96433]
WNT5B,human,ENSG00000111186,ENSMUSG00000030170,Wnt5b,mouse,"wingless-type MMTV integration site family, member 5B [Source:MGI Symbol;Acc:MGI:98959]"
BANK1,human,ENSG00000153064,ENSMUSG00000037922,Bank1,mouse,B cell scaffold protein with ankyrin repeats 1 [Source:MGI Symbol;Acc:MGI:2442120]
PDGFRA,human,ENSG00000134853,ENSMUSG00000029231,Pdgfra,mouse,"platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]"
HIST1H1A,human,,,,mouse,
SLC33A1,human,ENSG00000169359,ENSMUSG00000027822,Slc33a1,mouse,"solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:MGI Symbol;Acc:MGI:1332247]"
STT3A,human,ENSG00000134910,ENSMUSG00000032116,Stt3a,mouse,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:105124]"
GTPBP1,human,ENSG00000100226,ENSMUSG00000042535,Gtpbp1,mouse,GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443]
Rprd1b,human,ENSG00000101413,ENSMUSG00000027651,Rprd1b,mouse,regulation of nuclear pre-mRNA domain containing 1B [Source:MGI Symbol;Acc:MGI:1917720]
Dnajc5,human,ENSG00000101152,ENSMUSG00000000826,Dnajc5,mouse,DnaJ heat shock protein family (Hsp40) member C5 [Source:MGI Symbol;Acc:MGI:892995]
IMPAD1,human,ENSG00000104331,ENSMUSG00000066324,Bpnt2,mouse,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:MGI Symbol;Acc:MGI:1915720]"
LOC100360260,human,,,,mouse,
Ece1,human,ENSG00000117298,ENSMUSG00000057530,Ece1,mouse,endothelin converting enzyme 1 [Source:MGI Symbol;Acc:MGI:1101357]
NOL6,human,ENSG00000165271,ENSMUSG00000028430,Nol6,mouse,nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol;Acc:MGI:2140151]
Asns,human,ENSG00000070669,ENSMUSG00000029752,Asns,mouse,asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]
Dctn6,human,ENSG00000104671,ENSMUSG00000031516,Dctn6,mouse,dynactin 6 [Source:MGI Symbol;Acc:MGI:1343154]
Rps20,human,ENSG00000008988,,,mouse,
SPC25,human,ENSG00000152253,ENSMUSG00000005233,Spc25,mouse,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
SNX8,human,ENSG00000106266,ENSMUSG00000029560,Snx8,mouse,sorting nexin 8 [Source:MGI Symbol;Acc:MGI:2443816]
PSME3,human,ENSG00000131467,ENSMUSG00000078652,Psme3,mouse,"proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki) [Source:MGI Symbol;Acc:MGI:1096366]"
Rpl34,human,ENSG00000109475,ENSMUSG00000062006,Rpl34,mouse,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686]
SLC12A2,human,ENSG00000064651,ENSMUSG00000024597,Slc12a2,mouse,"solute carrier family 12, member 2 [Source:MGI Symbol;Acc:MGI:101924]"
EIF2S3,human,ENSG00000130741,ENSMUSG00000035150,Eif2s3x,mouse,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked [Source:MGI Symbol;Acc:MGI:1349431]"
GMPS,human,ENSG00000163655,ENSMUSG00000027823,Gmps,mouse,guanine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:2448526]
DHRS4,human,ENSG00000157326,ENSMUSG00000022210,Dhrs4,mouse,dehydrogenase/reductase (SDR family) member 4 [Source:MGI Symbol;Acc:MGI:90169]
SF3A1,human,ENSG00000099995,ENSMUSG00000002129,Sf3a1,mouse,"splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]"
LOC100911427,human,,,,mouse,
IDUA,human,ENSG00000127415,ENSMUSG00000033540,Idua,mouse,"iduronidase, alpha-L [Source:MGI Symbol;Acc:MGI:96418]"
ITGB3,human,ENSG00000259207,ENSMUSG00000020689,Itgb3,mouse,integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]
SH3PXD2B,human,ENSG00000174705,ENSMUSG00000040711,Sh3pxd2b,mouse,SH3 and PX domains 2B [Source:MGI Symbol;Acc:MGI:2442062]
MRPL34,human,ENSG00000130312,ENSMUSG00000034880,Mrpl34,mouse,mitochondrial ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:2137227]
SGCD,human,ENSG00000170624,ENSMUSG00000020354,Sgcd,mouse,"sarcoglycan, delta (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:1346525]"
SPG20,human,ENSG00000133104,ENSMUSG00000036580,Spg20,mouse,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human) [Source:MGI Symbol;Acc:MGI:2139806]"
Pcbd1,human,ENSG00000166228,ENSMUSG00000020098,Pcbd1,mouse,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1 [Source:MGI Symbol;Acc:MGI:94873]
ECH1,human,ENSG00000104823,ENSMUSG00000053898,Ech1,mouse,"enoyl coenzyme A hydratase 1, peroxisomal [Source:MGI Symbol;Acc:MGI:1858208]"
SRSF1,human,ENSG00000136450,ENSMUSG00000018379,Srsf1,mouse,serine and arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]
LOC100910017,human,,,,mouse,
Luc7l,human,ENSG00000007392,ENSMUSG00000024188,Luc7l,mouse,Luc7-like [Source:MGI Symbol;Acc:MGI:1914228]
Lamtor2,human,ENSG00000116586,ENSMUSG00000028062,Lamtor2,mouse,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:MGI Symbol;Acc:MGI:1932697]"
Ccdc53,human,,,,mouse,
SRP19,human,ENSG00000153037,ENSMUSG00000014504,Srp19,mouse,signal recognition particle 19 [Source:MGI Symbol;Acc:MGI:1913634]
PIGK,human,ENSG00000142892,ENSMUSG00000039047,Pigk,mouse,"phosphatidylinositol glycan anchor biosynthesis, class K [Source:MGI Symbol;Acc:MGI:1913863]"
RCN1,human,ENSG00000049449,ENSMUSG00000005973,Rcn1,mouse,reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]
RGD1304704,human,,,,mouse,
AIFM1,human,ENSG00000156709,ENSMUSG00000036932,Aifm1,mouse,"apoptosis-inducing factor, mitochondrion-associated 1 [Source:MGI Symbol;Acc:MGI:1349419]"
CBWD5,human,ENSG00000147996,ENSMUSG00000024878,Cbwd1,mouse,COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089]
CBWD5,human,ENSG00000196873,ENSMUSG00000024878,Cbwd1,mouse,COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089]
SF3A3,human,ENSG00000183431,ENSMUSG00000028902,Sf3a3,mouse,"splicing factor 3a, subunit 3 [Source:MGI Symbol;Acc:MGI:1922312]"
CSNK2B-LY6G5B-1181,human,,,,mouse,
MRPS11,human,ENSG00000181991,ENSMUSG00000030611,Mrps11,mouse,mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244]
EIF5,human,ENSG00000100664,ENSMUSG00000021282,Eif5,mouse,eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309]
CRISPLD2,human,ENSG00000103196,ENSMUSG00000031825,Crispld2,mouse,cysteine-rich secretory protein LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1926142]
B4galnt3,human,ENSG00000139044,ENSMUSG00000041372,B4galnt3,mouse,"beta-1,4-N-acetyl-galactosaminyl transferase 3 [Source:MGI Symbol;Acc:MGI:3041155]"
TMED4,human,ENSG00000158604,ENSMUSG00000004394,Tmed4,mouse,transmembrane p24 trafficking protein 4 [Source:MGI Symbol;Acc:MGI:1915070]
OSBPL10,human,ENSG00000144645,ENSMUSG00000040875,Osbpl10,mouse,oxysterol binding protein-like 10 [Source:MGI Symbol;Acc:MGI:1921736]
Fubp1,human,ENSG00000162613,ENSMUSG00000028034,Fubp1,mouse,far upstream element (FUSE) binding protein 1 [Source:MGI Symbol;Acc:MGI:1196294]
PSMA3,human,ENSG00000100567,ENSMUSG00000060073,Psma3,mouse,proteasome subunit alpha 3 [Source:MGI Symbol;Acc:MGI:104883]
RPTOR,human,ENSG00000141564,ENSMUSG00000025583,Rptor,mouse,"regulatory associated protein of MTOR, complex 1 [Source:MGI Symbol;Acc:MGI:1921620]"
KIFC1,human,ENSG00000237649,ENSMUSG00000024301,Kifc5b,mouse,kinesin family member C5B [Source:MGI Symbol;Acc:MGI:2137414]
KIFC1,human,ENSG00000237649,ENSMUSG00000079553,Kifc1,mouse,kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]
Wdr82,human,ENSG00000164091,ENSMUSG00000020257,Wdr82,mouse,WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555]
UQCRB,human,ENSG00000156467,ENSMUSG00000021520,Uqcrb,mouse,ubiquinol-cytochrome c reductase binding protein [Source:MGI Symbol;Acc:MGI:1914780]
STAT6,human,ENSG00000166888,ENSMUSG00000002147,Stat6,mouse,signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]
DDX18,human,ENSG00000088205,ENSMUSG00000001674,Ddx18,mouse,DEAD box helicase 18 [Source:MGI Symbol;Acc:MGI:1914192]
FRYL,human,ENSG00000075539,ENSMUSG00000070733,Fryl,mouse,FRY like transcription coactivator [Source:MGI Symbol;Acc:MGI:1919563]
Sap30bp,human,ENSG00000161526,ENSMUSG00000020755,Sap30bp,mouse,SAP30 binding protein [Source:MGI Symbol;Acc:MGI:1927479]
Api5,human,ENSG00000166181,ENSMUSG00000027193,Api5,mouse,apoptosis inhibitor 5 [Source:MGI Symbol;Acc:MGI:1888993]
Cnot3,human,ENSG00000088038,ENSMUSG00000035632,Cnot3,mouse,"CCR4-NOT transcription complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2385261]"
FAM11A,human,,,,mouse,
LRPPRC,human,ENSG00000138095,ENSMUSG00000024120,Lrpprc,mouse,leucine-rich PPR-motif containing [Source:MGI Symbol;Acc:MGI:1919666]
TBCC,human,ENSG00000124659,ENSMUSG00000036430,Tbcc,mouse,tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]
STK3,human,ENSG00000104375,ENSMUSG00000022329,Stk3,mouse,serine/threonine kinase 3 [Source:MGI Symbol;Acc:MGI:1928487]
MYH9,human,ENSG00000100345,ENSMUSG00000022443,Myh9,mouse,"myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]"
Arhgap5,human,ENSG00000100852,ENSMUSG00000035133,Arhgap5,mouse,Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]
Vps26b,human,ENSG00000151502,ENSMUSG00000031988,Vps26b,mouse,VPS26 retromer complex component B [Source:MGI Symbol;Acc:MGI:1917656]
CARKD,human,,,,mouse,
RIC8A,human,ENSG00000177963,ENSMUSG00000025485,Ric8a,mouse,RIC8 guanine nucleotide exchange factor A [Source:MGI Symbol;Acc:MGI:2141866]
Arpc3,human,ENSG00000111229,ENSMUSG00000029465,Arpc3,mouse,"actin related protein 2/3 complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1928375]"
Luc7l2,human,ENSG00000146963,ENSMUSG00000029823,Luc7l2,mouse,LUC7-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2183260]
Luc7l2,human,ENSG00000269955,ENSMUSG00000029823,Luc7l2,mouse,LUC7-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2183260]
FAM21A,human,,,,mouse,
AACS,human,ENSG00000081760,ENSMUSG00000029482,Aacs,mouse,acetoacetyl-CoA synthetase [Source:MGI Symbol;Acc:MGI:1926144]
Ap1s2,human,ENSG00000182287,ENSMUSG00000031367,Ap1s2,mouse,"adaptor-related protein complex 1, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1889383]"
TRAP1,human,ENSG00000126602,ENSMUSG00000005981,Trap1,mouse,TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]
GPSM1,human,ENSG00000160360,ENSMUSG00000026930,Gpsm1,mouse,"G-protein signalling modulator 1 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:1915089]"
GM2A,human,ENSG00000196743,ENSMUSG00000000594,Gm2a,mouse,GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]
PBRM1,human,ENSG00000163939,ENSMUSG00000042323,Pbrm1,mouse,polybromo 1 [Source:MGI Symbol;Acc:MGI:1923998]
Sumf1,human,ENSG00000144455,ENSMUSG00000030101,Sumf1,mouse,sulfatase modifying factor 1 [Source:MGI Symbol;Acc:MGI:1889844]
Rprd1a,human,ENSG00000141425,ENSMUSG00000040446,Rprd1a,mouse,regulation of nuclear pre-mRNA domain containing 1A [Source:MGI Symbol;Acc:MGI:2385066]
FNTA,human,ENSG00000168522,ENSMUSG00000015994,Fnta,mouse,"farnesyltransferase, CAAX box, alpha [Source:MGI Symbol;Acc:MGI:104683]"
Gnpnat1,human,ENSG00000100522,ENSMUSG00000037722,Gnpnat1,mouse,glucosamine-phosphate N-acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1858963]
GTPBP10,human,ENSG00000105793,ENSMUSG00000040464,Gtpbp10,mouse,GTP-binding protein 10 (putative) [Source:MGI Symbol;Acc:MGI:2385599]
ZC3H7B,human,ENSG00000100403,ENSMUSG00000022390,Zc3h7b,mouse,zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310]
SH3BGRL,human,ENSG00000131171,ENSMUSG00000031246,Sh3bgrl,mouse,SH3-binding domain glutamic acid-rich protein like [Source:MGI Symbol;Acc:MGI:1930849]
ARPC4,human,ENSG00000241553,ENSMUSG00000079426,Arpc4,mouse,"actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339]"
ALCAM,human,ENSG00000170017,ENSMUSG00000022636,Alcam,mouse,activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266]
TMEM63B,human,ENSG00000137216,ENSMUSG00000036026,Tmem63b,mouse,transmembrane protein 63b [Source:MGI Symbol;Acc:MGI:2387609]
CHORDC1,human,ENSG00000110172,ENSMUSG00000001774,Chordc1,mouse,"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 [Source:MGI Symbol;Acc:MGI:1914167]"
RBBP6,human,ENSG00000122257,ENSMUSG00000030779,Rbbp6,mouse,"retinoblastoma binding protein 6, ubiquitin ligase [Source:MGI Symbol;Acc:MGI:894835]"
MON2,human,ENSG00000061987,ENSMUSG00000034602,Mon2,mouse,"MON2 homolog, regulator of endosome to Golgi trafficking [Source:MGI Symbol;Acc:MGI:1914324]"
APOO,human,ENSG00000184831,ENSMUSG00000079508,Apoo,mouse,apolipoprotein O [Source:MGI Symbol;Acc:MGI:1915566]
Tmed5,human,ENSG00000117500,ENSMUSG00000063406,Tmed5,mouse,transmembrane p24 trafficking protein 5 [Source:MGI Symbol;Acc:MGI:1921586]
AXL,human,ENSG00000167601,ENSMUSG00000002602,Axl,mouse,AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]
Psmb4,human,ENSG00000159377,ENSMUSG00000005779,Psmb4,mouse,"proteasome (prosome, macropain) subunit, beta type 4 [Source:MGI Symbol;Acc:MGI:1098257]"
Fam3c,human,ENSG00000196937,ENSMUSG00000029672,Fam3c,mouse,FAM3 metabolism regulating signaling molecule C [Source:MGI Symbol;Acc:MGI:107892]
STX7,human,ENSG00000079950,ENSMUSG00000019998,Stx7,mouse,syntaxin 7 [Source:MGI Symbol;Acc:MGI:1858210]
RAI14,human,ENSG00000039560,ENSMUSG00000022246,Rai14,mouse,retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896]
Spcs3,human,ENSG00000129128,ENSMUSG00000048040,Arxes2,mouse,adipocyte-related X-chromosome expressed sequence 2 [Source:MGI Symbol;Acc:MGI:1924226]
Spcs3,human,ENSG00000129128,ENSMUSG00000048355,Arxes1,mouse,adipocyte-related X-chromosome expressed sequence 1 [Source:MGI Symbol;Acc:MGI:1923469]
MINK1,human,ENSG00000141503,ENSMUSG00000020827,Mink1,mouse,misshapen-like kinase 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:1355329]
Clpp,human,ENSG00000125656,ENSMUSG00000002660,Clpp,mouse,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]
GSTM2,human,ENSG00000213366,ENSMUSG00000004035,Gstm7,mouse,"glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]"
RSU1,human,ENSG00000148484,ENSMUSG00000026727,Rsu1,mouse,Ras suppressor protein 1 [Source:MGI Symbol;Acc:MGI:103040]
KANK2,human,ENSG00000197256,ENSMUSG00000032194,Kank2,mouse,KN motif and ankyrin repeat domains 2 [Source:MGI Symbol;Acc:MGI:2384568]
H2AFY2,human,ENSG00000099284,ENSMUSG00000020086,Macroh2a2,mouse,macroH2A.2 histone [Source:MGI Symbol;Acc:MGI:3037658]
